Grupo,CasoResumidoChatGPT,EsMinera,EsIlegal,EsInformal,Pueblos,Minas,Compañía minera,Completo,PrimeraFecha_min,UltimaFecha_max,GrupoID,Departamento,Tipo_estandarizado,Caso,Actores,Actores primarios,Actores secundarios,Actores terciarios,caso_id,n_meses,n_filas_panel,numero_reporte_min,numero_reporte_max,es_socioambiental,menciona_mineria,ubicacion,fuente_resumen,caso_estandarizado
Caso_3711,"Oposición de la Asociación de Pescadores, Armadores Artesanales de San Pedro de Puerto Huarmey y de la población en general quienes denuncian que el incumplimiento de las actas de compromiso por parte de la Compañía Minera Antamina S.A, las cuales estaban orientadas a establecer formas de apoyo al desarrollo de la población",Sí,No,No,Provincia de Huarmey,['Antamina'],['Antamina'],1,2011-09-30,2014-10-31,Caso_3711,,SOCIOAMBIENTAL,"Oposición de la Asociación de Pescadores, Armadores Artesanales de San Pedro de Puerto Huarmey y de la población en general quienes denuncian que el incumplimiento de las actas de compromiso por parte de la Compañía Minera Antamina S.A, las cuales estaban orientadas a establecer formas de apoyo al desarrollo de la población",,"Comisión de Diálogo y Concertación por el Desarrollo de Huarmey, Asociación de Pescadores, Armadores Artesanales de “San Pedro de Puerto Huarmey”, Frente de Defensa de la Intereses de Huarmey (FEDIP), Municipalidad Provincial de Huarmey (MPH), Compañía Minera Antamina S.A.(CMA), Asociación Colectivo de la Provincia de Huarmey. Asociación de Pescadores y Armadores Artesanales San Pedro del Puerto de Huarmey señala que Antamina ha cumplido con todas las obligaciones asumidas frente a la asociación. Por su parte la Mesa de Trabajo de la provincia de Huarmey se reunió el 11 de octubre. En esta reunión Antamina hizo entrega de las propuestas técnicas para el Plan de Desarrollo Urbano de la ciudad de Huarmey, del Levantamiento del Inventario de Recursos Turísticos en los distritos de Huarmey y Culebras, y la Actualización del Plan de Desarrollo Concertado de la provincia de Huarmey. En relación a estos documentos Antamina, la Municipalidad de Huarmey, la Universidad Antonio Ruiz de Montoya entre otros, elaborarán un cronograma de trabajo y lo enviarán a PCM. También se acordó que el Ministerio de Vivienda realizará las gestiones para viabilizar los proyectos prioritarios, el Gobierno Regional presentará un informe sobre las obras y proyectos que están en ejecución en dicha provincia. El representante de PRODUCE se compromete a gestionar una reunión entre los representantes de la Mesa de Desarrollo de Pesca Artesanal y la Junta Vecinal del Puerto de Huarmey con la ONDS, PRODUCE y MINAGRI. Se acordó que la próxima reunión se llevará a cabo el 04 de diciembre en PCM","Ministerio del Ambiente (MINAM), Gobierno Regional de Áncash, Oficina General de Gestión social del Ministerio de Energía y Minas (OGGS) Ministerio del Ambiente (MINAM), Gobierno Regional de Áncash, Oficina de Gestión social del Ministerio de Energía y Minas (OGGS), el Consejo de Coordinación Local Provincial de Huarmey (CCL)","Oficina Nacional de Diálogo y la Sostenibilidad de la Presidencia del Consejo de Ministros (ONDS), Defensoría del Pueblo",3711,36,36,91,128,1,1,Distrito y provincia de Huarmey,extractivo_caso (no ChatGPT),oposicion asociacion pescadores armadores artesanales san pedro puerto huarmey poblacion general quienes denuncian incumplimiento actas compromiso parte compania minera antamina s cuales estaban orientadas establecer formas apoyo desarrollo poblacion
Caso_3780,"Pobladores y agricultores de Yaután, Pariacoto y Casma reclaman porque la actividad minera que pretende realizar minera San Luis afectaría la actividad agrícola. Así mismo que no han sido considerados como zona de influencia del proyecto, y que no han sido convocados a los talleres informativos",Sí,No,No,"Distrito Yaután, provincia de Casma, distrito de Pariacoto, provincia de Huaraz",['Antamina'],['Antamina'],1,2012-05-31,2012-07-31,Caso_3780,,SOCIOAMBIENTAL,"Pobladores y agricultores de Yaután, Pariacoto y Casma reclaman porque la actividad minera que pretende realizar minera San Luis afectaría la actividad agrícola. Así mismo que no han sido considerados como zona de influencia del proyecto, y que no han sido convocados a los talleres informativos","es competentes para que determinen las responsabilidades por el derrame de hidrocarburos en un afluente de la Laguna Huachucocha el 03 de mayo de 2012, en el Km 91+ 400 en la carretera de penetración Conococha – Antamina, que habría sido producto de la ruptura del tanque de combustible de una unidad siniestrada de la empresa ACOINSA (contratista de ANTAMINA S.A.)","Frente de Defensa de los Intereses de Casma, Federación Agraria Departamental de Ancash (FADA), empresa minera San Luis","Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS). Antamina, que habría sido producto de la ruptura del tanque de combustible de una unidad siniestrada de la empresa ACOINSA (contratista de ANTAMINA S.A.)","Ministerio de Economía y Finanzas (Dirección General de Política de Inversiones - DGPI), Ministerio de Agricultura y Presidencia del Consejo de Ministros",3780,2,2,99,101,1,1,"Distrito Yaután, provincia de Casma, distrito de Pariacoto, provincia de Huaraz",extractivo_caso (no ChatGPT),pobladores agricultores yautan pariacoto casma reclaman porque actividad minera pretende realizar minera san luis afectaria actividad agricola asi mismo no han sido considerados como zona influencia proyecto no han sido convocados talleres informativos
Caso_3789,"Representantes del Caserío de Chipta señalan que se encuentran en el área de influencia directa de la Compañía Minera Antamina, que existe controversia de titularidad de terrenos y presuntos incumplimientos de compromisos asumidos por dicha empresa.",Sí,No,No,"Caserío Chipta, distrito San Marcos, provincia de Huari",['Antamina'],['Antamina'],1,2012-05-31,2014-10-31,Caso_3789,,SOCIOAMBIENTAL,"Representantes del Caserío de Chipta señalan que se encuentran en el área de influencia directa de la Compañía Minera Antamina, que existe controversia de titularidad de terrenos y presuntos incumplimientos de compromisos asumidos por dicha empresa. A partir de un Informe elaborado por CENSOPAS que señalaría que existe contaminación ambiental por plomo, conforme a la muestra obtenida de un grupo de pobladores, demandan atención de las autoridades de salud y medio ambiente para intervenir en la zona. Ha habido confrontaciones con personal de la DINOES y de la Comisaría de Yacucancha, quienes no estarían cumpliendo adecuadamente sus funciones",,"Pobladores/as del Caserío San Antonio de Chipta, la Asociación Chávez, Compañía Minera Antamina S.A. (CMA), Comité de Desarrollo Social y Ambiental de Juprog","Dirección de Asuntos Ambientales Mineros (DGAAM), Centro Nacional de Salud Ocupacional y Protección del Amiente para la Salud (CENSOPAS), Dirección Regional de Salud (DIRESA), Ministerio de Energía y Minas (MINEM), Organismo de Evaluación y Fiscalización Ambiental (OEFA), Gerencia de Recursos Naturales y Gestión del Medio Ambiente del Gobierno Regional de Áncash, Dirección General de Salud (DIGESA), Ministerio de Salud (MINSA), Ministerio Público, Poder Judicial","OEFA, Gerencia de Recursos Naturales y Gestión del Medio Ambiente del Gobierno Regional de Ancash, DIGESA, Ministerio de Salud, Ministerio Público, Poder Judicial, Defensoría del Pueblo",3789,29,29,99,128,1,1,"Caserío Chipta, distrito San Marcos, provincia de Huari",extractivo_caso (no ChatGPT),representantes caserio chipta senalan encuentran area influencia directa compania minera antamina existe controversia titularidad terrenos presuntos incumplimientos compromisos asumidos dicha empresa partir informe elaborado censopas senalaria existe contaminacion ambiental plomo conforme muestra obtenida grupo pobladores demandan atencion autoridades salud medio ambiente para intervenir zona ha habido confrontaciones personal dinoes comisaria yacucancha quienes no estarian cumpliendo adecuadamente sus funciones
Caso_3794,"Los pobladores demandan la intervención de las autoridades competentes para que determinen las responsabilidades por el derrame de hidrocarburos en un afluente de la Laguna Huachucocha el 03 de mayo de 2012, en el Km 91+400 en la carretera de penetración Conococha – Antamina, que habría sido producto de la ruptura del tanque de combustible de una unidad siniestrada de la empresa ACOINSA (contratista de compañía miner",Sí,No,No,"Comunidad Campesina Tupac Amaru, distrito San Marcos, provincia Huari",['Antamina'],['Antamina'],1,2012-06-30,2013-04-30,Caso_3794,,SOCIOAMBIENTAL,"Los pobladores demandan la intervención de las autoridades competentes para que determinen las responsabilidades por el derrame de hidrocarburos en un afluente de la Laguna Huachucocha el 03 de mayo de 2012, en el Km 91+400 en la carretera de penetración Conococha – Antamina, que habría sido producto de la ruptura del tanque de combustible de una unidad siniestrada de la empresa ACOINSA (contratista de compañía minera Antamina S.A.)","es competentes para que determinen las responsabilidades por el derrame de hidrocarburos en un afluente de la Laguna Huachucocha el 03 de mayo de 2012, en el Km 91+400 en la carretera de penetración Conococha – Antamina, que habría sido producto de la ruptura del tanque de combustible de una unidad siniestrada de la empresa ACOINSA (contratista de compañía minera Antamina S.A.)","Pobladores de la Comunidad Campesina Túpac Amaru, Municipalidad Distrital de San Marcos, Compañía Minera Antamina S.A. (CMA)","Autoridad Local del Agua Huari (ALA Huari), Ministerio de Energía y Minas (MINEM), Ministerio del Ambiente (MINAM), Dirección Regional de salud (DIRESA), Gerencia de Recursos Naturales de la Región Áncash",Defensoría del Pueblo,3794,9,9,100,110,1,1,"Comunidad Campesina Tupac Amaru, distrito San Marcos, provincia Huari",extractivo_caso (no ChatGPT),pobladores demandan intervencion autoridades competentes para determinen responsabilidades derrame hidrocarburos afluente laguna huachucocha 03 mayo 2012 km 91 400 carretera penetracion conococha antamina habria sido producto ruptura tanque combustible unidad siniestrada empresa acoinsa contratista compania minera antamina s
Caso_3811,"La Comunidad Campesina de Cajacay exige a Compañía Minera Antamina S.A. (CMA) asuma responsabilidades por el derrame de mineral (cobre y otros) ocurrido con fecha 25 de julio de 2012 en el Caserío de Santa Rosa del distrito de Cajacay, producto de la rotura del codo de una de las válvulas del mineroducto (VS1)",Sí,No,No,"Comunidad Campesina de Santa Rosa, caserío Cajacay, distrito Cajacay, provincia Bolognesi",['Antamina'],['Antamina'],1,2012-08-31,2014-12-31,Caso_3811,,SOCIOAMBIENTAL,"La Comunidad Campesina de Cajacay exige a Compañía Minera Antamina S.A. (CMA) asuma responsabilidades por el derrame de mineral (cobre y otros) ocurrido con fecha 25 de julio de 2012 en el Caserío de Santa Rosa del distrito de Cajacay, producto de la rotura del codo de una de las válvulas del mineroducto (VS1)",,"Agente Municipal del Caserío de Santa Rosa, Comunidad Campesina de Cajacay, Alcalde Distrital de Cajacay, Compañía Minera Antamina S.A. (CMA)","Gobierno Regional de Áncash, Organismo de Evaluación y Fiscalización Ambiental (OEFA), Ministerio Público, Ministerio de Salud (MINSA)","Defensoría del Pueblo. El 06 de septiembre el presidente de la Comisión de Energía y Minas del Congreso convocó a las partes en Lima. En esta reunión se acordó suspender la medida de fuerza iniciada por los pobladores de Cajacay el 04 de septiembre, dar facilidades a la empresa para que vuelva a cubrir el tramo del mineroducto expuesto y formar subgrupos de trabajo. El 05 de agosto se llevó a cabo una reunión con la Comunidad campesina de Cajacay en donde Antamina reiteró su compromiso de apoyar al puesto de Salud de Santa Rosa así como la ejecución de proyectos de desarrollo en dicha comunidad. El 20 de agosto de 2013 la Oficina Defensorial de Áncash recibió el Oficio N° 1953-2013-REGION-ÁNCASH- DIRES/DESC/DSA emitido por el Director Regional de Salud en el que hace llegar el informe en relación a las recomendaciones emitidas por el INS-CENSOPAS en lo que corresponde a la estrategia de Vigilancia y Control de Riesgos por contaminación de metales pesados. Antamina ha presentado las Cartas N° 128 y 130 VPAACC-2013 de fecha 20 y 21 de agosto a la Oficina Nacional de Dialogo y Sostenibilidad de la Presidencia del Consejo de Ministros en donde le solicitan intervenga de manera directa en la actual situación de conflicto que ocurre en el distrito de Cajacay por la fuga de concentrado de cobre en la válvula VS1 del mineroducto ocurrido en julio de 2012",3811,28,28,102,130,1,1,"Comunidad Campesina de Santa Rosa, caserío Cajacay, distrito Cajacay, provincia Bolognesi",extractivo_caso (no ChatGPT),comunidad campesina cajacay exige compania minera antamina s cma asuma responsabilidades derrame mineral cobre otros ocurrido fecha 25 julio 2012 caserio santa rosa distrito cajacay producto rotura codo valvulas mineroducto vs1
Caso_3828,"Pobladores de la Comunidad Campesina de Angoraju y del Centro Poblado Carhuayoc (San Marcos, Huari) demandan compensación y apoyo al desarrollo social por parte de Compañía Minera Antamina S.A.",Sí,No,No,"Centro Poblado de Carhuayoc, Distrito de San Marcos, Provincia de Huari",['Antamina'],['Antamina'],1,2012-10-31,2013-12-31,Caso_3828,,SOCIOAMBIENTAL,"Pobladores de la Comunidad Campesina de Angoraju y del Centro Poblado Carhuayoc (San Marcos, Huari) demandan compensación y apoyo al desarrollo social por parte de Compañía Minera Antamina S.A. (CMA) a razón de las actividades que desarrolla en la zona",,"Comunidad Campesina de AngoRaju, Pobladores del Centro Poblado de Carhuayoc, Frente de Defensa de los Intereses de Desarrollo del Centro Poblado Carhuayoc FEDIP, Compañía Minera Antamina S.A. (CMA)","Compañía Minera Contonga, Asociación Juventud Carhuayina, Asociación Hijos de Carhuayoc, Ministerio de Energía y Minas (MINEN)","Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS), Defensoría del Pueblo",3828,10,10,104,118,1,1,"Centro Poblado de Carhuayoc, Distrito de San Marcos, Provincia de Huari",extractivo_caso (no ChatGPT),pobladores comunidad campesina angoraju centro poblado carhuayoc san marcos huari demandan compensacion apoyo desarrollo social parte compania minera antamina s cma razon actividades desarrolla zona
Caso_3833,El Presidente de la Asociación de Municipalidades de Centros Poblados (AMUCEPS) de Huari convocó a una paralización en la provincia de Huari en contra de las empresas mineras ANTAMINA S.A.,Sí,No,No,Comunidad Campesina de Catac y provincia de Huari y provincia de Recuay,['Antamina'],['Antamina'],1,2012-11-30,2014-12-31,Caso_3833,,SOCIOAMBIENTAL,"El Presidente de la Asociación de Municipalidades de Centros Poblados (AMUCEPS) de Huari convocó a una paralización en la provincia de Huari en contra de las empresas mineras ANTAMINA S.A. y Nyrstar, quienes no estarían cumpliendo con sus compromisos de responsabilidad social, así como por los impactos generados en el medio ambiente. Por su parte pobladores de la provincia de Recuay coincidieron con dicha paralización pero plantearon sus reclamos a fin de ser considerados dentro de la zona de influencia de Antamina",,"Asociación de Municipalidades de Centros Poblados (AMUCEPS) de Huari, Compañía Minera Antamina S.A. (CMA), Nyrstar, Comunidad Campesina de Catác, Federación Agraria Departamental de Áncash (FADA)","Ministerio de Energía y Minas (MINEM), Ministerio del Ambiente (MINAM), Ministerio de Inclusión social (MIDIS), Ministerio de Economía (MEF), Ministerio de Agricultura y Riego (MINAGRI), Ministerio de Salud (MINSA), Sub Región Conchucos, Municipalidades de Huari, Chavín de Huantar y San Marcos","Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS), Defensoría del Pueblo, Obispado de Huari, Defensoría del Pueblo",3833,26,26,105,130,1,1,Comunidad Campesina de Catac y provincia de Huari y provincia de Recuay,extractivo_caso (no ChatGPT),presidente asociacion municipalidades centros poblados amuceps huari convoco paralizacion provincia huari contra empresas mineras antamina s nyrstar quienes no estarian cumpliendo sus compromisos responsabilidad social asi como impactos generados medio ambiente su parte pobladores provincia recuay coincidieron dicha paralizacion pero plantearon sus reclamos fin ser considerados dentro zona influencia antamina
Caso_3852,Autoridades y pobladores del Caserío San Antonio de Juprog demandan el cumplimiento de acuerdos a la Compañía Minera Antamina S.A. (CMA) y solicitan intervención de autoridades ante presuntos impactos ambientales que originan sus actividades en la zona,Sí,No,No,"Caserío San Antonio de Juprog, distrito de San Marcos, provincia de Huari",['Antamina'],['Antamina'],1,2013-03-31,2014-05-31,Caso_3852,,SOCIOAMBIENTAL,Autoridades y pobladores del Caserío San Antonio de Juprog demandan el cumplimiento de acuerdos a la Compañía Minera Antamina S.A. (CMA) y solicitan intervención de autoridades ante presuntos impactos ambientales que originan sus actividades en la zona,es ante presuntos impactos ambientales que originan sus actividades en la zona,"Pobladores/as del Caserío San Antonio de Juprog, Compañía Minera Antamina S. A. (CMA), Comité de Desarrollo Social y Ambiental de Juprog S.A. (COMEA)","Dirección General de Asuntos Ambientales Mineros (DGAAM), Centro Nacional de Salud Ocupacional y Protección del Ambiente para la Salud (CENSOPAS), Dirección Regional de Salud","Gerencia de Recursos Naturales y Gestión del Medio Ambiente del Gobierno Regional de Áncash, Defensoría del Pueblo, Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS)",3852,14,14,109,123,1,1,"Caserío San Antonio de Juprog, distrito de San Marcos, provincia de Huari",extractivo_caso (no ChatGPT),autoridades pobladores caserio san antonio juprog demandan cumplimiento acuerdos compania minera antamina s cma solicitan intervencion autoridades ante presuntos impactos ambientales originan sus actividades zona
Caso_3872,"El 20 de junio se llevó a cabo una reunión en la ONDS contando con la participación del MINAM, OEFA, ANA, SENASA, CENSOPAS, INDECI, ONDS, Comunidad de Ayash Huaripampa y Antamina. En esta reunión el MINAM presentó la matriz de actividades del grupo de trabajo ambiental en la que los representantes de las instituciones involucradas en su cumplimiento presentaron los avances a la fecha y las próximas acciones a realiza",Sí,No,No,,['Antamina'],['Antamina'],1,2013-06-30,2013-06-30,Caso_3872,,SOCIOAMBIENTAL,"El 20 de junio se llevó a cabo una reunión en la ONDS contando con la participación del MINAM, OEFA, ANA, SENASA, CENSOPAS, INDECI, ONDS, Comunidad de Ayash Huaripampa y Antamina. En esta reunión el MINAM presentó la matriz de actividades del grupo de trabajo ambiental en la que los representantes de las instituciones involucradas en su cumplimiento presentaron los avances a la fecha y las próximas acciones a realizar. La PCM informó sobre los avances del tema social de la mesa y se acordó que Antamina le enviará en julio el cronograma de actividades para la actualización del Plan de Desarrollo de Ayash Huaripampa, luego de ello se convocará oficialmente a una reunión para dar inicio a la mesa de desarrollo",,,,,3872,1,1,112,112,1,1,,extractivo_caso (no ChatGPT),20 junio llevo cabo reunion onds contando participacion minam oefa ana senasa censopas indeci onds comunidad ayash huaripampa antamina esta reunion minam presento matriz actividades grupo trabajo ambiental representantes instituciones involucradas su cumplimiento presentaron avances fecha proximas acciones realizar pcm informo sobre avances tema social mesa acordo antamina le enviara julio cronograma actividades para actualizacion plan desarrollo ayash huaripampa luego ello convocara oficialmente reunion para dar inicio mesa desarrollo
Caso_3873,,Sí,No,No,,['Antamina'],['Antamina'],0,2013-06-30,2013-06-30,Caso_3873,,SOCIOAMBIENTAL,,,,,,3873,1,1,112,112,1,1,,extractivo_caso (no ChatGPT),
Caso_3883,Autoridades y pobladores del Caserío San Antonio de Juprog demanda el cumplimiento de acuerdos a la Compañía Minera Antamina S.A. (CMA) y solicitan intervención de autoridades ante presuntos impactos ambientales que originan sus actividades en la zona.,Sí,No,No,,['Antamina'],['Antamina'],1,2013-07-31,2013-07-31,Caso_3883,,SOCIOAMBIENTAL,"Autoridades y pobladores del Caserío San Antonio de Juprog demanda el cumplimiento de acuerdos a la Compañía Minera Antamina S.A. (CMA) y solicitan intervención de autoridades ante presuntos impactos ambientales que originan sus actividades en la zona. El 17 julio se llevó a cabo una reunión entre autoridades del Caserío de Juprog y Antamina, en la que se entregó la Carta N° 218-RC- CMA/YN/13, informando que se procederá con la construcción de la carretera hacia Juprog. Además el 28 de agosto presentarán el cronograma para su construcción. El presidente del caserío comentó que sus quejas presentadas a la Compañía Minera Antamina no han sido atendidas, que existe contaminación que afecta a las personas y el ambiente. Señaló que existen 127 terrenos que habrían sido usurpados por parte de Antamina y que dicha empresa no ha cumplido con el levantamiento de un Plano Topográfico","es ante presuntos impactos ambientales que originan sus actividades en la zona. El 17 julio se llevó a cabo una reunión entre autoridades del Caserío de Juprog y Antamina, en la que se entregó la Carta N° 218-RC- CMA/YN/13, informando que se procederá con la construcción de la carretera hacia Juprog. Además el 28 de agosto presentarán el cronograma para su construcción. El presidente del caserío comentó que sus quejas presentadas a la Compañía Minera Antamina no han sido atendidas, que existe contaminación que afecta a las personas y el ambiente. Señaló que existen 127 terrenos que habrían sido usurpados por parte de Antamina y que dicha empresa no ha cumplido con el levantamiento de un Plano Topográfico",,,,3883,1,1,113,113,1,1,,extractivo_caso (no ChatGPT),autoridades pobladores caserio san antonio juprog demanda cumplimiento acuerdos compania minera antamina s cma solicitan intervencion autoridades ante presuntos impactos ambientales originan sus actividades zona 17 julio llevo cabo reunion entre autoridades caserio juprog antamina entrego carta n 218 rc cma yn 13 informando procedera construccion carretera hacia juprog ademas 28 agosto presentaran cronograma para su construccion presidente caserio comento sus quejas presentadas compania minera antamina no han sido atendidas existe contaminacion afecta personas ambiente senalo existen 127 terrenos habrian sido usurpados parte antamina dicha empresa no ha cumplido levantamiento plano topografico
Caso_3909,Pobladores del Centro Poblado de Carhuayoc demandan compensación y apoyo al desarrollo social por parte de Compañía Minera Antamina S.A. (CMA) a razón de las actividades que desarrolla en la zona,Sí,No,No,"Centro Poblado de Carhuayoc, distrito de San Marcos, provincia de Huari",['Antamina'],['Antamina'],1,2014-01-31,2014-09-30,Caso_3909,,SOCIOAMBIENTAL,Pobladores del Centro Poblado de Carhuayoc demandan compensación y apoyo al desarrollo social por parte de Compañía Minera Antamina S.A. (CMA) a razón de las actividades que desarrolla en la zona,,"Pobladores del Centro Poblado de Carhuayoc, Frente de Defensa de los Intereses de Desarrollo del Centro Poblado Carhuayoc FEDIP, Compañía Minera Antamina S.A. (CMA)","Asociación Juventud Carhuayina, Asociación Hijos de Carhuayoc, Ministerio de Energía y Minas (MINEN), Ministerio del Ambiente (MINAM)","Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS), Defensoría del Pueblo",3909,9,9,119,127,1,1,"Centro Poblado de Carhuayoc, distrito de San Marcos, provincia de Huari",extractivo_caso (no ChatGPT),pobladores centro poblado carhuayoc demandan compensacion apoyo desarrollo social parte compania minera antamina s cma razon actividades desarrolla zona
Caso_3946,"Pobladores de la zona denuncian el incumplimiento de las actas de compromiso por parte de la compañía minera Antamina S.A., las cuales estaban orientadas a establecer formas de apoyo al desarrollo de la población",Sí,No,No,Provincia de Huarmey,['Antamina'],['Antamina'],1,2014-11-30,2014-12-31,Caso_3946,,SOCIOAMBIENTAL,"Pobladores de la zona denuncian el incumplimiento de las actas de compromiso por parte de la compañía minera Antamina S.A., las cuales estaban orientadas a establecer formas de apoyo al desarrollo de la población",,"Comisión de Diálogo y Concertación por el Desarrollo de Huarmey, Frente de Defensa de la Intereses de Huarmey (FEDIP), Municipalidad Provincial de Huarmey (MPH), Compañía Minera Antamina S.A.(CMA), Asociación Colectivo de la Provincia de Huarmey","Ministerio del Ambiente (MINAM), Gobierno Regional de Áncash, Oficina General de Gestión Social del Ministerio de Energía y Minas (OGGS) Ministerio del Ambiente (MINAM), Gobierno Regional de Áncash, Oficina de Gestión social del Ministerio de Energía y Minas (OGGS), el Consejo de Coordinación Local Provincial de Huarmey (CCL)","Oficina Nacional de Diálogo y la Sostenibilidad de la Presidencia del Consejo de Ministros (ONDS), Defensoría del Pueblo",3946,2,2,129,130,1,1,Distrito y provincia de Huarmey,extractivo_caso (no ChatGPT),pobladores zona denuncian incumplimiento actas compromiso parte compania minera antamina s cuales estaban orientadas establecer formas apoyo desarrollo poblacion
Caso_3841,La comunidad campesina de Chavín protesta contra la empresa minera Milpo por incumplimiento de acuerdos suscritos entre las partes y la necesidad de establecer un nuevo convenio,Sí,No,No,"Comunidad Campesina de Chavín, distrito de Chavín, provincia de Chincha",['Atacocha'],['Nexa Resources'],1,2012-12-31,2013-11-30,Caso_3841,,SOCIOAMBIENTAL,La comunidad campesina de Chavín protesta contra la empresa minera Milpo por incumplimiento de acuerdos suscritos entre las partes y la necesidad de establecer un nuevo convenio,,"Comunidad Campesina de Chavín, Asociación del Valle de Topará, Empresa Minera Milpo","Municipalidad Distrital de Chavín, Ministerio de Energía y Minas ( MINEM), Presidencia del Consejo de Ministros (PCM), Federación de Pescadores Artesanales de Ribera y anexos de la provincia de Chincha ( FEPARACH), Oficina Nacional de Diálogo y Sostenibilidad (ONDS)","Defensoría del Pueblo (DP). la Costa Central; Ministerio de Agricultura. Áncash / Ayacucho / Cusco / Ica/ Lima: Un (1) conflicto por asuntos de Gobierno Nacional Áncash, Arequipa, Ayacucho, Cusco, Huánuco, Ica, Lima, Piura, Tacna.: Uno (1) Conflicto laboral Descripción Estado actual",3841,11,11,106,117,1,1,"Comunidad Campesina de Chavín, distrito de Chavín, provincia de Chincha",extractivo_caso (no ChatGPT),comunidad campesina chavin protesta contra empresa minera milpo incumplimiento acuerdos suscritos entre partes necesidad establecer nuevo convenio
Caso_3691,NUEVO,Sí,No,Sí,Distrito Coyllurqui,"['Cerro Corona', 'Antamina', 'Las Bambas', 'Antapaccay', 'Atacocha', 'Pierina', 'Shougang']","['Gold Fields', 'Antamina', 'Las Bambas', 'Antapaccay', 'Nexa Resources', 'Barrick', 'Shougang']",1,2011-11-30,2014-11-30,Caso_3691,,SOCIOAMBIENTAL,NUEVO,"Comunidad de Santa Clara, Empresa Canteras del Hallazgo (CDH), Asociación Puentes para el Desarrollo (dependiente de la empresa Gold Fields), Gobierno Regional de Moquegua, gobernador regional. El 23 de julio aproximadamente 100 comuneros de Santa Clara, realizaron en la ciudad de Moquegua una marcha en rechazo a la venta de terrenos a la organización Puentes para el Desarrollo, una asociación ligada a la transnacional Gold Fieds. Los dirigentes de los manifestantes señalaron que la minera, que impulsa su proyecto aurífero Chucapaca, ha empezado a dividir a los comuneros para construir una represa y abastecer de agua al proyecto minero. Se fijó para el 07 de agosto la fecha de reunión entre representantes de la comunidad de Santa Clara y la Asociación Puentes para el Desarrollo","Municipalidad Provincial de Santiago de Chuco, Municipalidad de Distrital de Quiruvilca, Asociación de los Caseríos del Distrito de Laredo, Central de Rondas Campesinas de Santiago de Chuco, y Empresa Minera Barrick Misquichilca SA","Oficina de General de Gestión Social del Ministerio de Energía y Minas (OGGS), Organismo de Evaluación y Fiscalización Ambiental (OEFA), Gobierno Regional de Cajamarca, Gobernación Provincial","Defensoría del Pueblo El presidente de la comunidad de Cahuapirhua expresó el malestar de su comunidad sobre la actuación de la empresa ATN2 en vista que desconoció el acta suscrita el 07 de marzo, donde la empresa asume diversos compromisos, entre ellos, el aporte de 20 mil Nuevos Soles por el uso temporal de la trocha carrozable de la comunidad. Este aporte se realizaría durante el periodo de ejecución del Proyecto Línea de transmisión de la Sub Estación de Cotaruse - Las Bambas. La autoridad comunal también señaló que representantes de la empresa les informaron, posterior a la suscripción del acta, que ya no usarán la trocha carrozable que pasa por la referida comunidad. Sin embargo, explicó que las nuevas trochas que utilizaría la empresa se encuentran en una zona de litigio entre las comunidades de Cahuapirhua, Chicñahui y Record Cconccaja. Finalmente expresó su preocupación por el deterioro de las relaciones con estas comunidades",3691,10,11,93,129,1,1,"Comunidades de Ccahuapirhua, y Chicñahui, distrito de Challhuahuacho, provincia de Cotambas Comunidad campesina de Record Ccanccaja, distrito de Progreso, provincia de Grau",extractivo_caso (no ChatGPT),nuevo
